1986년부터 1989년까지	NNG
1998∼2013년	NNG
1999-2000시즌 이후	NNG
19일	NNG
19일부터 29일까지	NNG
1개월	NNG
1개월내	NNG
1개월부터 10개월까지	NNG
1년	NNG
1년 1개월 동안	NNG
1년 2개월	NNG
1년 6개월	NNG
1년 6개월 간	NNG
1년 6개월여 동안	NNG
1년 6월	NNG
1년 7개월 만	NNG
1년 동안	NNG
1년 만	NNG
1년 이내	NNG
1년 이상	NNG
1년 이하	NNG
1년2월	NNG
1년6월	NNG
1년가량	NNG
1년간	NNG
1년까지	NNG
1년만	NNG
1년째	NNG
1달	NNG
1박 2일	NNG
1박2일간	NNG
1분기	NNG
1월 13일부터 24일까지	NNG
1일	NNG
1주	NNG
1주일	NNG
1주일 만	NNG
1주일 이내	NNG
1주일간	NNG
1주일만	NNG
1주일사이	NNG
1주일여만	NNG
1학기	NNG
2~3년	NNG
2~3년간	NNG
2∼3주 내	NNG
2000∼2007년	NNG
2000년부터 2001년 사이	NNG
2001∼2005년	NNG
2002년 5월부터 2013년 2월까지	NNG
2004-2005시즌부터 2013-2014시즌까지	NNG
2004∼2005년	NNG
2005년부터 2011년까지	NNG
2006년부터 2014년까지	NNG
2008~2010년	NNG
2008~2011년	NNG
2008년 1월부터 2011년 5월까지	NNG
2008년 3월부터 작년 12월 사이	NNG
2008년부터 올해까지	NNG
2009~2010	NNG
2009∼2010년	NNG
2009년 3월부터 지난해 7월까지	NNG
2010-2011시즌	NNG
2010~2011년	NNG
2010∼2012년	NNG
2010년 2~3월	NNG
2010년 6∼7월	NNG
2010년 하반기	NNG
2010년부터 2012년까지	NNG
2011-2012시즌	NNG
2011∼2012년	NNG
2011∼2013년	NNG
2011년 10월∼2012년 9월까지	NNG
2011년 1월부터 지난해 10월까지	NNG
2011년 4월 18일∼2011년 7월 12일	NNG
2011년부터 지난해 상반기까지	NNG
2012-2013	NNG
2012∼2014년	NNG
2012년 10월부터 작년 4월까지	NNG
2012년부터 지난해까지	NNG
2013 시즌	NNG
2013-2014	NNG
2013-2014시즌	NNG
2013년 1월 1일부터 지난해 10월 31일까지	NNG
2013년 2월부터 작년까지	NNG
2013년 6월부터 지난 4월까지	NNG
2013년까지	NNG
2013년부터 작년까지	NNG
2014-2015	NNG
2014. 10. 17 ~ 10. 27	NNG
2014~2023년	NNG
2014∼2015년	NNG
2014년 5월~올해 1월	NNG
2014년부터 지난해 사이	NNG
2015-16	NNG
2015-2016	NNG
2015년 1∼3월	NNG
2015년 12월 29일부터 2016년 1월 4일 사이	NNG
2015년 3월부터 5월까지	NNG
20년	NNG
20년 동안	NNG
20년 만	NNG
20년간	NNG
20년만	NNG
20년전	NNG
20년째	NNG
20만	NNG
20여년	NNG
20일 간	NNG
20일 만	NNG
20일에서 22일	NNG
21년	NNG
21일째	NNG
22∼24일	NNG
22년	NNG
22년 만	NNG
22년만	NNG
22일	NNG
22일 만	NNG
22일째	NNG
23년	NNG
23년 만	NNG
23일간	NNG
24∼25일	NNG
24∼29일	NNG
24년 동안	NNG
24년 만	NNG
24일 동안	NNG
24일부터 다음 달 2일까지	NNG
24일치	NNG
25∼28일	NNG
25년	NNG
25년동안	NNG
25년만	NNG
26~27일	NNG
26년	NNG
27년만	NNG
29∼30일	NNG
29년만	NNG
29일만	NNG
2개월	NNG
2개월 동안	NNG
2개월간	NNG
2년	NNG
2년 동안	NNG
2년 만	NNG
2년 이상	NNG
2년 이하	NNG
2년∼2년2월	NNG
2년간	NNG
2년동안	NNG
2년만	NNG
2년새	NNG
2년여 동안	NNG
2년여 만	NNG
2년제	NNG
2년째	NNG
2달 동안	NNG
2박3일	NNG
2박3일까지	NNG
2분기	NNG
2일	NNG
2일 정도	NNG
2주	NNG
2주 이상	NNG
2주간	NNG
2주간 정도	NNG
2주만	NNG
2학기	NNG
3~4주	NNG
30년	NNG
30년 이상	NNG
30년가량	NNG
30년간	NNG
30년동안	NNG
30년만	NNG
30일	NNG
30일 이내	NNG
32개월째	NNG
32년 만	NNG
33년	NNG
34일째	NNG
36년 만	NNG
36주 이후	NNG
37∼39주	NNG
37년간	NNG
38일째	NNG
39년	NNG
3개년	NNG
3개월	NNG
3개월 동안	NNG
3개월 만	NNG
3개월 이상	NNG
3개월간	NNG
3개월동안	NNG
3개월여만	NNG
3개월째	NNG
3년	NNG
3년 6월	NNG
3년 가량	NNG
3년 동안	NNG
3년 만	NNG
3년 이내	NNG
3년 이상	NNG
3년 이하	NNG
3년간	NNG
3년만	NNG
3년여간	NNG
3년째	NNG
3년치	NNG
3달짜리	NNG
3분기	NNG
3월	NNG
3월부터 이달 초까지	NNG
3일	NNG
3일 간	NNG
3일간	NNG
3일동안	NNG
3일만	NNG
3일이내	NNG
3일째	NNG
3주	NNG
3천년	NNG
3학년떄	NNG
4~5개월 만	NNG
4∼8개월	NNG
400년간	NNG
40개월	NNG
40년간	NNG
45년째	NNG
45일 간	NNG
46일	NNG
46일간	NNG
4개월	NNG
4개월 만	NNG
4개월 이내	NNG
4개월 째	NNG
4개월여	NNG
4년	NNG
4년 만	NNG
4년 정도	NNG
4년간	NNG
4년만	NNG
4년제	NNG
4년째	NNG
4박 5일 동안	NNG
4박5일	NNG
4월 16일부터 현재	NNG
4월 1일부터 3일까지	NNG
4일	NNG
4일 동안	NNG
4일 만	NNG
4일 전부터 당일까지	NNG
4일간	NNG
4일만	NNG
4주	NNG
4주간	NNG
4주만	NNG
5∼6월	NNG
50 년	NNG
50년	NNG
51일	NNG
52년 만	NNG
53일 간	NNG
55년 만	NNG
5개월	NNG
5개월 만	NNG
5개월간	NNG
5개월째	NNG
5년	NNG
5년 6개월여 만	NNG
5년 간	NNG
5년 만	NNG
5년 이내	NNG
5년 이상	NNG
5년간	NNG
5년동안	NNG
5년여만	NNG
5시즌	NNG
5월 1∼11일	NNG
5월 17일부터 19일까지	NNG
5일	NNG
5일간	NNG
5일만	NNG
5주	NNG
6∼8월	NNG
60~70년대	NNG
60~70년도	NNG
65년 만	NNG
69일 만	NNG
6개월	NNG
6개월 가량	NNG
6개월 간	NNG
6개월 동안	NNG
6개월 이상	NNG
6개월 이하	NNG
6개월간	NNG
6개월안	NNG
6개월여 만	NNG
6년	NNG
6년 만	NNG
6년~17년 6월	NNG
6년간	NNG
6년만	NNG
6월	NNG
6일 만	NNG
6일만	NNG
6일부터 18일까지	NNG
6주	NNG
6주간	NNG
7~80년대	NNG
7∼9월	NNG
70-80년대	NNG
70~80년대	NNG
70년	NNG
70년 만	NNG
757일간	NNG
76년	NNG
76일 만	NNG
7개월	NNG
7개월 만	NNG
7개월만	NNG
7년	NNG
7년 동안	NNG
7년 만	NNG
7년가량	NNG
7년간	NNG
7년만	NNG
7년사이	NNG
7박 10일	NNG
7일	NNG
7일 이내	NNG
7일간	NNG
7일만	NNG
7일부터 9일까지	NNG
7회말	NNG
80-90년대	NNG
80년∼90년대	NNG
8개월	NNG
8개월 만	NNG
8개월여	NNG
8년	NNG
8년 만	NNG
8년 째	NNG
8월	NNG
8월 27일부터 30일까지	NNG
8월26일∼9월4일	NNG
8일만	NNG
8주	NNG
9~12년	NNG
90년	NNG
90일 동안	NNG
90일간	NNG
99년	NNG
9개월	NNG
9개월간	NNG
9년	NNG
9년 이상	NNG
9년만	NNG
9년여 동안	NNG
9박10일	NNG
9억 년	NNG
9일	NNG
9일만	NNG
9일부터 12일까지	NNG
가윗날	NNG
가을	NNG
가을밤	NNG
가을봄	NNG
가을철	NNG
간밤	NNG
개동	NNG
개월	NNG
개추	NNG
개화기	NNG
겁	NNG
겨울	NNG
겨울날	NNG
겨울밤	NNG
겨울철	NNG
경각	NNG
경칩	NNG
계동	NNG
고교 3년 동안	NNG
고금	NNG
고등학교 시절	NNG
고등학교 재학시절	NNG
고등학교시절	NNG
고등학생 시절	NNG
고려시대	NNG
고입시 떄	NNG
과거	NNG
구년	NNG
구십년	NNG
구한말	NNG
국경일	NNG
군사정권 시절	NNG
그날	NNG
그믐께	NNG
그믐날	NNG
그믐밤	NNG
그저께	NNG
그해	NNG
근 5년 만	NNG
근 5년 안	NNG
근대	NNG
근현대	NNG
금년	NNG
금명간	NNG
금요일	NNG
금월	NNG
금일	NNG
꼭두새벽	NNG
끼니	NNG
끼니때	NNG
나날	NNG
나절	NNG
나흗날	NNG
나흘	NNG
나흘 동안	NNG
나흘간	NNG
나흘만	NNG
나흘째	NNG
낮	NNG
내년	NNG
내년 1월 21일부터 31일까지	NNG
내일	NNG
냉전 후	NNG
냉전시대	NNG
넉 달	NNG
년	NNG
년생	NNG
늦가을	NNG
늦겨울	NNG
늦봄	NNG
늦여름	NNG
다섯 달만	NNG
다음 달 10일부터 21일까지	NNG
다음 달 2일부터 4일까지	NNG
다음 달 4∼11일	NNG
다음날	NNG
다음날 오전부터 28일 오후까지	NNG
다음날까지	NNG
단오	NNG
달포	NNG
닷새	NNG
닷새 만	NNG
닷새간	NNG
당시	NNG
당일	NNG
동년	NNG
동시	NNG
동월	NNG
동지섣달	NNG
동짓날	NNG
동짓달	NNG
두 달 만	NNG
두 달간	NNG
두 달만	NNG
두 달여간	NNG
두주	NNG
라마단	NNG
르네상스	NNG
만년	NNG
말기	NNG
망간	NNG
매년	NNG
매달	NNG
매야	NNG
매일	NNG
매주	NNG
명년	NNG
목요일	NNG
미래	NNG
반공일	NNG
반년	NNG
반세기	NNG
반세기 동안	NNG
밤중	NNG
방학중	NNG
백년	NNG
백주	NNG
베이비붐 세대(1955∼1963)	NNG
보능동안	NNG
보름	NNG
보름날	NNG
봄	NNG
봄가을	NNG
봄철	NNG
사계절	NNG
사날	NNG
사년	NNG
사시사철	NNG
사십년	NNG
사이	NNG
사흗날	NNG
사흘	NNG
사흘 동안	NNG
사흘 만	NNG
사흘간	NNG
사흘째	NNG
삼년	NNG
삼사일	NNG
삼십년	NNG
삼짇날	NNG
삼칠일	NNG
상반기	NNG
새벽녘	NNG
섣달	NNG
설 연휴	NNG
설날	NNG
세기	NNG
세대	NNG
소한	NNG
수릿날	NNG
수요일	NNG
수천년	NNG
시졀	NNG
신새벽	NNG
십년	NNG
십수년간	NNG
십여년	NNG
십오년	NNG
아침	NNG
아침결	NNG
아침나절	NNG
아침녘	NNG
아침저녁	NNG
아침참	NNG
아흐레	NNG
아흐렛날	NNG
애저녁	NNG
야경	NNG
야반	NNG
약 10개월	NNG
약 10년	NNG
약 12개월	NNG
약 13개월만	NNG
약 1개월 간	NNG
약 1개월밖에	NNG
약 1년 8개월	NNG
약 1년 간	NNG
약 1년만	NNG
약 2년 만	NNG
약 2주간	NNG
약 3년 동안	NNG
약 3년 만	NNG
약 3주간	NNG
약 5개월 만	NNG
약 88일	NNG
약 두달 만	NNG
약 보름간	NNG
약 열흘	NNG
약 한 달 만	NNG
약 한 달간	NNG
약 한 달여 만	NNG
어느적	NNG
어둑새벽	NNG
어스름	NNG
어저께	NNG
어제	NNG
어제부터 내일(18일)까지	NNG
어젯밤	NNG
엊그저께	NNG
엊그제	NNG
엊저녁	NNG
여드레	NNG
여드렛날	NNG
여름	NNG
여름날	NNG
여름밤	NNG
여름방학	NNG
여름철	NNG
연간	NNG
연말	NNG
연말연시	NNG
연초	NNG
열흘	NNG
열흘만	NNG
열흘째	NNG
엿새	NNG
엿새 만	NNG
엿샛날	NNG
예니레	NNG
오년	NNG
오뉴월	NNG
오는 10일부터 내달 1일까지	NNG
오는 17일부터 11월 9일까지	NNG
오는 24일부터 26일까지	NNG
오는 25~26일	NNG
오는 31일까지	NNG
오는 3월 25일부터 30일까지	NNG
오는 6월 3일부터 19일까지	NNG
오는 7월 20일부터 4년간	NNG
오는 8월 17일~18일	NNG
오는 9일부터 11일까지	NNG
오늘	NNG
오늘날	NNG
오늘내일	NNG
오밤중	NNG
오십년	NNG
오육월	NNG
오전	NNG
오정	NNG
오후	NNG
오후 1시부터	NNG
온겨울	NNG
온종일	NNG
올 1분기	NNG
올 상반기	NNG
올 시즌	NNG
올 하반기	NNG
올가을	NNG
올봄	NNG
올시즌	NNG
올여름	NNG
올초	NNG
올해	NNG
올해 1∼7월	NNG
올해 1분기	NNG
올해 3분기	NNG
올해 3월부터 6월까지	NNG
올해 하반기	NNG
월	NNG
월말	NNG
월요일	NNG
월일	NNG
육년	NNG
육십년	NNG
윤날	NNG
윤달	NNG
이날	NNG
이날부터 9일까지	NNG
이년	NNG
이다음	NNG
이달 20∼25일	NNG
이달 25∼30일	NNG
이달 8∼28일	NNG
이듬해	NNG
이레	NNG
이번 주말	NNG
이십년	NNG
이주일	NNG
이즈음	NNG
이태	NNG
이튿날	NNG
이틀	NNG
이틀 만	NNG
이틀 이상	NNG
이틀간	NNG
이틀만	NNG
이틀째	NNG
일	NNG
일년	NNG
일요일	NNG
일제시대	NNG
일주일	NNG
일주일 내내	NNG
일주일 동안	NNG
일주일 만	NNG
일주일 안	NNG
일주일간	NNG
일주일내	NNG
일주일새	NNG
임시	NNG
입동	NNG
입추	NNG
자유시대	NNG
작년	NNG
작년 3월 말부터 이달 19일까지	NNG
작일	NNG
잠간	NNG
재임기간	NNG
재작년	NNG
저녁	NNG
저녁녘	NNG
저녁때	NNG
저녁참	NNG
전날	NNG
전반 5분	NNG
전반기	NNG
전분	NNG
정월	NNG
조만간	NNG
조선시대	NNG
종일	NNG
주4일	NNG
주5일	NNG
주말	NNG
주말 내내	NNG
주야	NNG
주일	NNG
주초	NNG
중세	NNG
중세기	NNG
중순	NNG
중양절	NNG
중하	NNG
즈음	NNG
지금	NNG
지난 100일 동안	NNG
지난 10년 간	NNG
지난 10년 동안	NNG
지난 13년 동안	NNG
지난 19~20일	NNG
지난 1985년에서 1997년까지	NNG
지난 1998년부터 2011년 7월까지	NNG
지난 1년 동안	NNG
지난 1년간	NNG
지난 1일부터 10일까지	NNG
지난 1일부터 3일까지	NNG
지난 2∼9월	NNG
지난 2003년부터 11월 11일	NNG
지난 2004년부터 2005년 사이	NNG
지난 2008년에서 2011년 사이	NNG
지난 2010∼2012년	NNG
지난 2010년 2월부터 3월 사이	NNG
지난 2010년 7월부터 2012년 12월까지	NNG
지난 2010년부터 이달 초까지	NNG
지난 2012년 3월부터 지난해 7월까지	NNG
지난 2013~2014년	NNG
지난 2013년부터 올해 상반기까지	NNG
지난 20년간	NNG
지난 20여년 간	NNG
지난 23일부터 24일	NNG
지난 25년간	NNG
지난 27년간	NNG
지난 3년간	NNG
지난 3일부터 9일까지	NNG
지난 4∼13일	NNG
지난 4년	NNG
지난 4년 동안	NNG
지난 4월 18~9일	NNG
지난 4월 29∼5월 1일	NNG
지난 5∼6일	NNG
지난 5년 동안	NNG
지난 5년간	NNG
지난 6년여 동안	NNG
지난 8년간	NNG
지난 8월부터 11월까지	NNG
지난 8일부터 16일까지	NNG
지난 8일부터 9일	NNG
지난 9일부터 15일까지	NNG
지난 나흘간	NNG
지난 상반기	NNG
지난 시즌	NNG
지난 주말	NNG
지난 한 해 동안	NNG
지난달 15~17일	NNG
지난달 27일부터 지난 10일까지	NNG
지난달 30∼31일	NNG
지난달 8∼12일	NNG
지난밤	NNG
지난번	NNG
지난여름	NNG
지난해	NNG
지난해 10월부터 올해 3월까지	NNG
지난해 4분기	NNG
지난해 5~7월	NNG
지난해 6월 25일부터 4월 8일까지	NNG
지난해 8월말부터 12월10일까지	NNG
지난해 말부터 올해 초까지	NNG
지날 14일부터 오늘(16일)까지	NNG
진종일	NNG
천년	NNG
첫가을	NNG
첫겨울	NNG
첫새벽	NNG
첫여름	NNG
초가을	NNG
초경	NNG
초등학교 4학년 땐	NNG
초등학교부터 고등학교때까지	NNG
초등학생 시절	NNG
초반	NNG
초봄	NNG
초순	NNG
초여름	NNG
초열흘	NNG
초열흘날	NNG
초엿샛날	NNG
초이레	NNG
초이렛날	NNG
초이튿날	NNG
초저녁	NNG
초하룻날	NNG
최근 10년 내	NNG
최근 1주일간	NNG
최근 3년 이내	NNG
최근 3년간	NNG
최근 일주일	NNG
추석	NNG
추석 연휴	NNG
추석연휴	NNG
추야	NNG
춘분	NNG
춘추	NNG
칠년	NNG
칠십년	NNG
크리스마스	NNG
토요일	NNG
틈	NNG
팔년	NNG
팔십년	NNG
평일	NNG
포스트시즌	NNG
하루	NNG
하루 동안	NNG
하루 만	NNG
하루 만인	NNG
하루 이틀	NNG
하루 종일	NNG
하루만	NNG
하루아침	NNG
하루이틀일	NNG
하루종일	NNG
하루하루	NNG
하룻날	NNG
하룻밤	NNG
하반기	NNG
하순	NNG
하지	NNG
학기	NNG
학창시절	NNG
한 15년쯤	NNG
한 1주	NNG
한 2주간	NNG
한 5년주기	NNG
한 6개월	NNG
한 달	NNG
한 달 간	NNG
한 달 만	NNG
한 달 이상	NNG
한 달간	NNG
한 달여 만	NNG
한 달째	NNG
한 달치	NNG
한 평생	NNG
한 해	NNG
한 해 동안	NNG
한10년	NNG
한3~4년내	NNG
한3주	NNG
한가위	NNG
한겨울	NNG
한낮	NNG
한달	NNG
한달 내	NNG
한달 내내	NNG
한달 동안	NNG
한달간	NNG
한달동안	NNG
한두 달 가량	NNG
한두 달간	NNG
한밤	NNG
한밤중	NNG
한순	NNG
한식	NNG
한식날	NNG
한여름	NNG
한해	NNG
해거름	NNG
해종일	NNG
혁명기	NNG
현대	NNG
현재	NNG
화요일	NNG
환절기	NNG
후	NNG
후기	NNG
후년	NNG
후반기	NNG
90분	NNG
08:40∼10:00	NNG
0시부터 자정까지	NNG
100시간	NNG
10-20분 정도	NNG
109분짜리	NNG
10분	NNG
10분 만	NNG
10분 안	NNG
10분간	NNG
10분내	NNG
10분동안	NNG
10분만	NNG
10분씩	NNG
10분이상	NNG
10분정도	NNG
10분짜리	NNG
10분쯤	NNG
10시간	NNG
10시까지	NNG
10여 분 만	NNG
10여 초	NNG
10여분 간	NNG
10여분 동안	NNG
10초	NNG
10초만	NNG
11분	NNG
11분 동안	NNG
11분 만	NNG
120시간	NNG
121분	NNG
125분짜리	NNG
12시간	NNG
136시간	NNG
13시간 30분	NNG
142분	NNG
14시간가량	NNG
14시간만	NNG
14시간씩	NNG
15~20분 정도	NNG
15분	NNG
15분 가량	NNG
15분 정도	NNG
15분만	NNG
15초	NNG
15초간	NNG
160시간	NNG
16분	NNG
179분 동안	NNG
17분	NNG
180분짜리	NNG
19분	NNG
1분	NNG
1분 16분	NNG
1분 1초	NNG
1분 40초	NNG
1분10초04	NNG
1분1초	NNG
1분45초25	NNG
1분59초	NNG
1분만	NNG
1시간	NNG
1시간 20분동안	NNG
1시간 35분	NNG
1시간 40분 동안	NNG
1시간 가량	NNG
1시간 만	NNG
1시간30분	NNG
1시간30분가량	NNG
1시간30분동안	NNG
1시간30분여 동안	NNG
1시간50분동안	NNG
1시간가량	NNG
1시간동안	NNG
1시간만	NNG
1시간여	NNG
1시간여 만	NNG
1시간이상	NNG
1시간정도	NNG
1일 오후	NNG
1천669시간	NNG
1천735시간	NNG
1천770시간	NNG
1천788시간	NNG
1초	NNG
1초 이상	NNG
1초당	NNG
1초만	NNG
2~30분	NNG
200분간	NNG
20분	NNG
20분간	NNG
20분동안	NNG
20분만	NNG
20분이상	NNG
20분정도	NNG
20시간	NNG
20여 분간	NNG
20여 분만	NNG
20초간	NNG
21분	NNG
2285시간	NNG
22분	NNG
22초	NNG
23분	NNG
24분	NNG
24시간	NNG
25분 만	NNG
25분 정도	NNG
25분간	NNG
25시간	NNG
26분	NNG
27분	NNG
27초	NNG
28분짜리	NNG
29분4초짜리	NNG
2분	NNG
2분 13초	NNG
2분 30초 만	NNG
2분 40초쯤	NNG
2분 만	NNG
2분00초31	NNG
2분간	NNG
2분만	NNG
2시간	NNG
2시간 30분	NNG
2시간 30분 만	NNG
2시간 가량	NNG
2시간 내내	NNG
2시간 동안	NNG
2시간 만	NNG
2시간 반	NNG
2시간 안	NNG
2시간 이내	NNG
2시간 정도	NNG
2시간15분만	NNG
2시간가량	NNG
2시간동안	NNG
2시간반동안	NNG
2시간안	NNG
2시간여	NNG
2시간여 동안	NNG
2시간여동안	NNG
2시간짜리	NNG
30 분 짜리	NNG
30~50시간	NNG
300분	NNG
30분	NNG
30분 가량	NNG
30분 만	NNG
30분 밖	NNG
30분 정도	NNG
30분 짜리	NNG
30분가량	NNG
30분간	NNG
30분내	NNG
30분동안	NNG
30분만	NNG
30분정도	NNG
30분짜리	NNG
30분쯤	NNG
30여분	NNG
30여분간	NNG
30여시간 동안	NNG
30초 동안	NNG
30초만	NNG
30초이상	NNG
33분	NNG
33초만	NNG
34분	NNG
34분 만	NNG
35분	NNG
35분 정도	NNG
35초마다	NNG
36분	NNG
36초57	NNG
39분	NNG
3분	NNG
3분 만	NNG
3분37초71	NNG
3분40초85	NNG
3분만	NNG
3분여간	NNG
3분이상	NNG
3분정도	NNG
3분짜리	NNG
3시간	NNG
3시간 10분	NNG
3시간 30분	NNG
3시간 40분	NNG
3시간 50분	NNG
3시간 가량	NNG
3시간 동안	NNG
3시간 만	NNG
3시간20분	NNG
3시간30분	NNG
3시간40분	NNG
3시간50분	NNG
3시간동안	NNG
3시간여	NNG
3시간여 동안	NNG
3초	NNG
3초만	NNG
4~5시간	NNG
4∼5초가량	NNG
40분	NNG
40분 정도	NNG
40분가량	NNG
40분간	NNG
40분만	NNG
40시간	NNG
40여 분	NNG
40여분만	NNG
41분	NNG
43분	NNG
43시간 만	NNG
44분	NNG
45초 만	NNG
46분	NNG
48시간	NNG
48시간 이상	NNG
48시간까지	NNG
4분 4초	NNG
4시간	NNG
4시간 10분	NNG
4시간 11분	NNG
4시간 2분	NNG
4시간 30분	NNG
4시간 동안	NNG
4시간 밖에	NNG
4시간30분	NNG
4시간40분	NNG
4시간가량	NNG
4시간동안	NNG
4시간씩	NNG
4시간짜리	NNG
5~6분	NNG
5∼6분씩	NNG
5∼6시간	NNG
50분	NNG
50분 만	NNG
50분여만	NNG
50분짜리	NNG
55분 만	NNG
5분	NNG
5분 동안	NNG
5분 만	NNG
5분 이상	NNG
5분만	NNG
5분안	NNG
5분여간	NNG
5분정돈	NNG
5시간	NNG
5시간 38분	NNG
5시간 40분	NNG
5시간 50분	NNG
5시간40분	NNG
5시간여 동안	NNG
5시간여만	NNG
6∼7 시간	NNG
60분	NNG
65분짜리	NNG
6분	NNG
6분 35초 만	NNG
6분만	NNG
6시간	NNG
6시간 18분	NNG
6시간 40분	NNG
6시간30분	NNG
6시간50분	NNG
6시간만	NNG
6천 시간 이상	NNG
6초 만	NNG
70분	NNG
72시간	NNG
